Company being reviewed,Competitor category,user_review_name,published_date,star_rating,review_title,review_body,Sentiment of review,Polarity,plastic surgery,Body & Liposuction,Hair Transplant,Veins,Rejuvenation & Fillers,Laser Hair Removal,Dermatology,Haemorrhoids,Snoring,Bunion,Competitors,Cost,Speed,Staff assistance,experience,Online,Cleanliness,Gratitude,results
Transform,direct,Tasha,2019-03-08T14:03:11Z,5  stars,Such an amazing experience with Mr Sinha,Such an amazing experience with Transform! They really looked after me. No question was a silly one or too much to ask. I?��ve already reccomended Transform to friends & of course Mr Sinha. He is just amazing,Positive,0.8625,0,0,0,0,0,0,0,0,0,0,Transform,0,0,0,0,0,0,0,0
Transform,direct,Leanne Toolan,2019-03-08T13:25:39Z,4  stars,Was pleasant made me feel at ease and?�?,Was pleasant made me feel at ease and operation went well. Lovely staff!  However i could of stayed longer wasnt well enough go home after 1 night stay,Positive,0.9153,0,0,0,0,0,0,0,0,0,0,0,0,0,staff,0,0,0,0,0
Transform,direct,npxhov,2019-03-08T06:56:38Z,1  stars,BOTCHED up rhinoplasty at TRANSFORM !,3 years ago I had a rhinoplasty with Mr Khan at Transform on Harley Street as I had a bump on my nose and wanted it fixed.,Neutral,0,Rhinoplasty,0,0,0,0,0,0,0,0,0,Transform,0,0,0,0,0,0,0,0
Transform,direct,Sharon Hodges,2019-03-06T20:32:24Z,1  stars,Bad follow up service,"10 years ago I had breast implants done by Mr Nathan and I?��ve been very pleased with the results, however when I recently tried to get advice regarding a possible rupture I?��ve been far from pleased.  Ages to answer the phone then several promises of call backs but none ever happened.  I made it clear I expected to pay for any investigations needed and was worried.  Luckily today I had the all clear from the NHS, no thanks to Transform, you let me down.",Positive,0.9299,Breast Implant,0,0,0,0,0,0,0,0,0,Transform,0,0,0,0,0,0,thanks,results
Transform,direct,Natalie,2019-03-06T11:29:26Z,5  stars,Breast Reduction Review,Breast Reduction Review.,Neutral,0,Breast Reduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,Lucy Markham,2019-03-06T10:15:35Z,3  stars,I had Rhinoplasty surgery in February?�?,I had Rhinoplasty surgery in February 2019. Initially I was happy with the pre-surgery appointments and the actual day of surgery and overnight stay at Riverside hospital.  Everything went to plan and I was looked after very well and I came away feeling extremely happy. My surgeon Mr Rochira was amazing and I could not be happier with the result as I am now more confident than ever :),Positive,0.9414,Rhinoplasty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy,0
Transform,direct,FayeA,2019-03-05T23:26:34Z,5  stars,Amazing from start to finish.,Amazing from start to finish.,Positive,0.5859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,Rebecca Murray,2019-03-05T17:32:40Z,5  stars,5 star company!,"I have to say everyone I have met at transform have been amazing! Dr Suliaman has done such an amazing job, my stitches are so neat! Aftercare has been amazing also, Sharron the nurse based at the Newcastle clinic had be absolutely fab an gone over and above to see me and call me back with any questions I've had durning recovery.",Positive,0.9615,0,0,0,0,0,0,0,0,0,0,Transform,0,0,aftercare,recovery,0,0,0,0
Transform,direct,Katie Chambers,2019-03-05T17:30:03Z,5  stars,TUMMY TUCK Feb 2019,"From first contact to procedure I was treated like royalty. I was given no sales tactics and saw the surgeon on my first visit to the Maidstone Clinic led by Sallie. Special arrangemrnts were made for payment, the date I wanted for my procedure was given (2 weeks time) and everything went smoothly. The clinic nurses, staff and co ordionors were wonderful, the surgeon was amazing and the hospital nurses were fabulous. The hospital was faultless and the whole procedure was just a pleasure.",Positive,0.9666,0,0,0,0,0,0,0,0,0,0,0,sale,time,staff,0,0,0,0,0
Transform,direct,Phoebe,2019-03-05T11:29:58Z,5  stars,Brest enhansment,I add my breast done is may. Best thing I done for my self and dr sinha did a fab job. I?��m over the moon,Positive,0.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,Lisa,2019-03-01T17:19:14Z,5  stars,Tummy tuck and liposuction,I had a tummy tuck Jan 2018. I was well looked after in the hospital and the nursing aftercare was faultless. I have recently been back in for revision work which they were happy to do also. The only problem I have had is trying to get an appointment with my consultant. The waiting times at appointments are also very long and you can wait up to 2 hrs past your appointment slot.,Positive,0.7269,Tummy Tuck,0,0,0,0,0,0,0,0,0,0,0,time,aftercare,0,0,0,happy,0
Transform,direct,Katie Charlton,2019-02-26T21:26:47Z,4  stars,After an initial bad experience with Mr?�?,"After an initial bad experience with Mr Persico, who fortunately is no longer with Transform, I was referred to Mr Saed, who is by all means a god!",Negative,-0.5574,0,0,0,0,0,0,0,0,0,0,Transform,0,0,0,0,0,0,0,0
Transform,direct,customer,2019-02-26T18:49:23Z,5  stars,breast replacement,"Had a tricky breast replacement of my old implants and replace with new. Mr simons did a fantastic job, felt in safe hands, listened to me and reassured me. Great care and excellent results",Positive,0.9618,0,0,0,0,0,0,0,0,0,0,0,0,0,care,0,0,0,0,results
Transform,direct,Michelle,2019-02-26T17:28:37Z,5  stars,Great experience so far,I?��ve had a great experience with transform so far and with my surgeon Mr Netri. It?��s only been 10 days but my results are looking good so far.,Positive,0.7506,0,0,0,0,0,0,0,0,0,0,Transform,0,0,0,0,0,0,0,results
Transform,direct,Aimee Parsons,2019-02-26T14:15:22Z,5  stars,Brilliant care,From start to finish the whole team was brilliant can?��t thank them enough for all the care they gave me,Positive,0.8591,0,0,0,0,0,0,0,0,0,0,0,0,0,care,0,0,0,0,0
Transform,direct,Claire Harrison,2019-02-26T12:04:35Z,5  stars,I would highly recommend Transform?�?,I would highly recommend Transform their care and professionalism was excellent for me. From consultations to surgery and aftercare.,Positive,0.8655,0,0,0,0,0,0,0,0,0,0,Transform,0,0,professional,0,0,0,0,0
Transform,direct,Customer,2019-02-26T11:17:28Z,5  stars,Very happy with results and after care,Very happy with results and after care,Positive,0.8016,0,0,0,0,0,0,0,0,0,0,0,0,0,care,0,0,0,happy,results
Transform,direct,Happy customer from Leeds,2019-02-26T11:16:54Z,5  stars,Quality care and good surgeon,"Quality care and good surgeon, really lovely staff.",Positive,0.8805,0,0,0,0,0,0,0,0,0,0,0,0,0,staff,0,0,0,0,0
Transform,direct,Abigail Glover,2019-02-26T11:15:31Z,5  stars,amazing experience,"I?��ve had such an amazing experience with Transform, everything ran so smoothly, my advisor was lovely and my surgeon and nurses were so amazing. They are there for you every step of the way. I can?��t recommend them enough.",Positive,0.9313,0,0,0,0,0,0,0,0,0,0,Transform,0,0,0,0,0,0,0,0
Transform,direct,Jodie Coleman,2019-02-26T11:00:22Z,5  stars,Brilliant from start to finish,Brilliant from start to finish. Highly recommend Mr Clarke for breast uplift and augmentation,Positive,0.7645,Breast Uplift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,Natalie,2019-02-26T10:59:04Z,4  stars,the only negative that I would have to?�?,"the only negative that I would have to say is at the clinic in Cornhill I received poor to moderate service with regards to waiting times (I've had to wait close to an hour before being seen) and the receptionist lost all my information 2 times, therefore I had to waste my time filling out the form 3 times. apart from that the patient co ordinator was lovely and surgeon did a great job.",Negative,-0.4588,0,0,0,0,0,0,0,0,0,0,0,0,time,service,0,0,0,0,0
Transform,direct,Abi,2019-02-25T23:13:37Z,5  stars,Breast Augmentation,"I had breast augmentation with Mr Gesakis in January 2019 at the pines. From my first consulation to surgery and after care phone calls and appts I cannot fault them. My results have been perfect and exactly what I have dreamed of for so long. All staff I have dealt with have been friendly, honest and professional. The surgeon and nurses on the day of surgery were lovely and nothing was too much trouble. I have already booked to go back for non surgical procedures as I felt in such good care and confident. Massive thankyou to Mr Gesakis.",Positive,0.9778,Breast Augmentation,0,0,0,0,0,0,0,0,0,0,0,0,professional,0,0,0,0,results
Transform,direct,Scootersprocket,2019-02-25T19:02:04Z,1  stars,Non existent communication....,"I am 9 years post procedure and have an issue I wanted to discuss with someone clinical to ascertain the potential urgency I may need to get this checked out.  It took a great deal of courage for me even to pick up the phone.  I have spoken with three receptionists and a couple of ?��call centre?�� people.  A few have tried to ?��triage?�� my issue one even telling me to ?��go and get a scan?��.  After giving my details and a comprehensive history on more than one occasion I still am yet to have a conversation with any member of Transform staff who can give me any guidance as to my issue.  No-one calls me back!  I now have an appointment with a private surgeon, I feel confident I will gain more sense from him opposed to the non existent help i?��ve had from Transform.",Positive,0.9571,0,0,0,0,0,0,0,0,0,0,Transform,0,0,staff,0,0,0,0,0
Transform,direct,Jade,2019-02-19T23:43:35Z,4  stars,Tummy tuck with lipo at the pines hospital,Overall my experience with Transform the pines clinic has been amazing! I had a tummy tuck with two areas of liposuction and muscle repair. My surgeon was Mr Gesakis. He has literally done a brilliant job and truely changed my life. Im only 13 days post op but my results are already amazing. Mr Gesakis was honest about the results he could achieve and made sure I understood what to expect after surgery. He has been very particular in the aftercare instructions he has left for the nursing staff which is good to know he cares what happens once his job is finished.,Positive,0.9782,Tummy Tuck,Liposuction,0,0,0,0,0,0,0,0,Transform,0,0,staff,0,0,0,0,results
Transform,direct,Karen,2019-02-19T19:49:06Z,5  stars,Thank you so much for all your help and?�?,Thank you so much for all your help and support.i feel so much better in myself.mr singha was brillisnt.still very early days at the minute and very sore but they were so nice and careing to me at london.thankyou everyone who was involved in my treatment.,Positive,0.8614,0,0,0,0,0,0,0,0,0,0,0,0,0,care,0,0,0,thank you,0
Transform,direct,Emily Pilling,2019-02-19T19:25:34Z,4  stars,Had a brilliant experience with?�?,"Had a brilliant experience with transform, only 2 weeks after op at the minute but can't say a bad word about them yet, boobs are still sore at the minute and still healing but are looking better each day",Negative,-0.4118,0,0,0,0,0,0,0,0,0,0,Transform,0,0,0,0,0,0,0,0
Transform,direct,Scott,2019-02-19T18:14:14Z,5  stars,pick here for a great experience and treatments.,"Friendly right from the beginning and until the end, well I?��ve stil got two more post op appointements yet so not quite the end but the team are welcoming, friendly and professional and I?��d definitely visit again for sure.",Positive,0.9538,0,0,0,0,0,0,0,0,0,0,0,0,0,professional,0,0,0,0,0
Transform,direct,Nicole,2019-02-19T14:20:26Z,5  stars,I am one week post op,"I am one week post op, after my breast augmentation with Mr Bhatty, and I couldn?��t be happier.",Positive,0.5267,Breast Augmentation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,Yvonne Mather,2019-02-19T13:59:37Z,5  stars,Very good from start to finish I am?�?,Very good from start to finish I am very happy and have already recommended to my daughter,Positive,0.8396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy,0
Transform,direct,Iain Wright,2019-02-19T12:24:37Z,5  stars,Very professional,Very professional. Well looked after before procedure and lots of aftercare afterwards. Surgeon was great and so is the nurses at the clinic. Would recommend to anyone.,Positive,0.8393,0,0,0,0,0,0,0,0,0,0,0,0,0,professional,0,0,0,0,0
Transform,direct,Rachel,2019-02-19T11:33:56Z,5  stars,Nothing is ever too much,"5/5, couldn?��t ask for better care from any of the staff. From receptionist to surgeon, they all go above and beyond to make your experience the best it can be.",Positive,0.8834,0,0,0,0,0,0,0,0,0,0,0,0,0,staff,0,0,0,0,0
Transform,direct,Tara Barclay,2019-02-19T11:28:20Z,5  stars,Great staff,"Great staff, all extremely helpful. Fantastic surgeon. Highly recommend Transform. Extras happy with my results from a breast reduction,",Positive,0.9556,Breast Reduction,0,0,0,0,0,0,0,0,0,Transform,0,0,staff,0,0,0,helpful,results
Transform,direct,Laura,2019-02-19T11:01:04Z,5  stars,I?��m so happy I went with Transform,I?��m so happy I went with Transform! I couldn?��t be any happier.,Positive,0.8122,0,0,0,0,0,0,0,0,0,0,Transform,0,0,0,0,0,0,happy,0
Transform,direct,Rtindale,2019-02-19T10:56:15Z,5  stars,Breast augmentation,"Had breast augmentation. Happy with information, care and results.",Positive,0.7845,Breast Augmentation,0,0,0,0,0,0,0,0,0,0,0,0,care,0,0,0,happy,results
Transform,direct,Emma Day,2019-02-15T21:28:45Z,5  stars,Breast reduction/lift,"What a positive experience from start to finish. I feel very lucky to have had such a skilled, competent team around me throughout.",Positive,0.8399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,Blondie,2019-02-12T08:20:29Z,5  stars,Breast augmentation = extremely happy,"I am now 8 months post op from having breast augmentation, which I cannot explain how happy I am with going through with it firstly, but the results are amazing. I had Mr Sinha, who is very caring, reassuring and friendly and extremely good at his job I cannot thank him enough and his after care has been amazing for me. I recommend if you?��re going to have any operation then definitely chose Mr Sinha 100% thanks again!",Positive,0.9918,Breast Augmentation,0,0,0,0,0,0,0,0,0,0,0,0,friendly,0,0,0,thanks,results
Transform,direct,Emma Dodsworth,2019-02-10T11:26:41Z,3  stars,Recently had an operation at transform?�?,Recently had an operation at transform the surgeon was fantastic but the hospital was dirty and room was dirty not what you would expect from a private hospital,Negative,-0.7506,0,0,0,0,0,0,0,0,0,0,Transform,0,0,0,0,0,0,0,0
Transform,direct,James,2019-02-08T18:35:04Z,5  stars,Gynecomastia- Mr sinha,After suffering with gynecomastia for 15 years I decided to look into cosmetic surgery procedures to help me with my problem. After meeting with Mr Sinha he made me feel at ease with the procedure from start to finish. He covered all aspects of the surgery very clearly and also allowed me to see some previous work from his portfolio. On the day of the operation I was very anxious and nervous but after his re-assurance he made me feel at ease.,Positive,0.6925,Cosmetic Surgery,Gynecomastia,0,0,0,0,0,0,0,0,0,0,0,nervous,0,0,0,0,0
Transform,direct,Cathrine II,2019-01-30T17:13:19Z,5  stars,Excellent laser hair-removal experience at Transform Glasgow,"I have recently transferred to the ""Transform Clinic"" in Glasgow for laser hair removal treatment and cannot recommend the clinic enough for its (1) excellent customer service, care and expertise in laser hair removal; and (2) the excellent equipment. I've had previous experience at a different clinic with another laser that was rather painful (and time consuming) - whereas the ""Harmony"" laser machine at Transform has literally transformed my hair removal experience - it's painless, super efficient (much less time consuming!) and gives amazing results. While the machine is a great reason to consider that clinic, Marie, who operates it and does the consultation is a true professional with great expertise in consulting and treatment. Her outstanding care, knowledge and professional experience have truly made my hair-removal journey a breeze and I couldn't thank her more!!",Positive,0.9926,0,0,0,0,0,Laser Hair Removal,0,0,0,0,Transform,0,time,professional,painful,0,0,0,results
Transform,direct,Rebecca,2019-01-30T16:54:07Z,3  stars,price change,Hi did anyone else?��s price change from there 1st consultation to there 2nd 6 weeks later..?? My price increased by �300..and,Positive,0.2732,0,0,0,0,0,0,0,0,0,0,0,price,0,0,0,0,0,0,0
Transform,direct,Steph,2019-01-29T23:10:23Z,5  stars,so happy,Wow what can I say dr sinha your work is incredible. From our first meeting right up until the phone calls afterwards.,Positive,0.5859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,pepper,2019-01-27T14:56:16Z,5  stars,Mr Sinah,Had my breasts implants  with Mr Sinah back in June,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,Michael,2019-01-27T11:46:17Z,5  stars,Otoplasty - Mr Sinha,"I had an otoplasty with Mr Sinha, I cannot recommend transform or Mr Sinha enough!! I meet with Mr Sinha weeks before my operation he went though the process with me, showed me photos of previous patients he had operated on, answered all my questions and made me feel very comfortable. Iv just had my 6 week post op check up and I couldn't be happier with my results, 1 ear stuck out more than the other so I was worried once it was done there would still be some symmetrical issues but there isn't, there actually perfect and I now love my ears and feel more confident and happier with life, worth every penny!! Thank you.",Positive,0.9826,0,0,0,0,0,0,0,0,0,0,Transform,0,0,0,0,0,0,thank you,results
Transform,direct,Roxyinc Roxanne collins,2019-01-24T08:12:03Z,1  stars,Bodge job with transform be careful,I had a breast augmentation with transform it went wrong one of the silicones stook to my breast palate 5 inches higher than the other one.because my surgeon Mr selvagi at the time didn't use a band on me and now transform will not do anything as my surgeon left the country and no one would take on a bodge job.if been trying to fight them but have got no where.i would never recommend anyone to go there,Negative,-0.8366,Breast Augmentation,0,0,0,0,0,0,0,0,0,Transform,0,time,0,0,0,0,0,0
Transform,direct,Celia Massie,2019-01-23T14:30:33Z,5  stars,Made me feel relaxed and calm,Made me feel relaxed and calm,Positive,0.6705,0,0,0,0,0,0,0,0,0,0,0,0,0,calm,0,0,0,0,0
Transform,direct,Mrs Sophie Hughes,2019-01-22T23:46:16Z,5  stars,Breast Reduction,"Breast Reduction - fantastic service from the consultation right the way through to the end, I am only 2 days post op so have aftercare to come but I have no doubt it will follow standard of the rest of my treatment so far. Surgery went amazingly well and I am so pleased with the results it?��s an actual dream come true for me. Pain is painful but bearable it?��s just getting comfy to sleep as I usually sleep on my front but again it?��s bearable and temporary so I can manage!",Positive,0.3294,Breast Reduction,0,0,0,0,0,0,0,0,0,0,0,0,service,painful,0,0,0,results
Transform,direct,Miss VICTORIA WORRALL,2019-01-21T14:51:21Z,5  stars,Amazing,Amazing. Surgeon was amazing I had Mr Clarke. All the staff are so friendly and make you feel at ease. I didn?��t feel pressured once. I am so happy I had my procedure,Positive,0.9587,0,0,0,0,0,0,0,0,0,0,0,0,0,staff,0,0,0,happy,0
Transform,direct,Henrik Jensen,2019-01-21T12:01:27Z,1  stars,Abchhgggff,Abcdefghijklm,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,Volana,2019-01-19T20:55:51Z,5  stars,Mr Sinha tummy tuck,My consultation with Mr Sinha was very clear and he explained everything that is going to happen on the day of surgery and the aftercare.,Positive,0.4391,0,0,0,0,0,0,0,0,0,0,0,0,0,aftercare,0,0,0,0,0
Transform,direct,Abbie Proctor,2019-01-19T18:08:46Z,5  stars,Mr Sinha - 10/10!,"As soon as I walked into the consultation room I was greeted with a smile. Mr Sinha put me at ease from the minute I met him, he has a very kind yet professional manner. Mr Sinha understood exactly what I wanted from the surgery and explained to me many different options also mentioning the possible complications. I like the fact Mr Sinha is not afraid to speak about the possible complications and he helped me fully understand what to expect. On the day of surgery Mr Sinha visited me in my hospital room and was very thorough with marking me up and making sure I was completely happy with what he was going to be doing. Mr Sinha was very calming and reassuring which made me feel in safe hands. After my surgery Mr Sinha visited me again to see how I was getting on and to check that everything was how it should be, he also provided me with his personal number. I was diascharged and a few days later I received a call from Mr Sinha checking up on how I was recovering. Mr Sinha was very thorough and caring when it came to recovery, I have had multiple phone calls with him. I am very pleased with my results from surgery and am amazed at how neat my scarring is. Mr Sinha pays very close attention to detail when is comes to scars. I would highly recommend Mr Sinha to anyone who is looking for a very skilled surgeon with lots of knowledge and great kindness!",Positive,0.9938,0,0,0,0,0,0,0,0,0,0,0,charge,0,professional,recovery,0,0,happy,results
Transform,direct,MissPerfect,2019-01-18T16:07:48Z,5  stars,Mr Sinha.....,Mr Sinha.....,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,Tayla Spackman,2019-01-17T20:03:05Z,5  stars,Mr Sinha. Boob god,Mr Sinha. Has been amazing through out. I am extremely happy with my surgery. I got a personal phonecall to see how i was. The patient advisors were amazing. My nurse lola. So lovely and relaxed. They dealt with my silly paranoia and over googling every thing. Milton keynes clinic is great. The riverside hospital equally as nice.  Staff there couldnt do enough. I have had such a perfect experience. My mother has booked her surgery with mr sinha. And my friend will be too!!!,Positive,0.9862,0,0,0,0,0,0,0,0,0,0,0,0,0,staff,0,0,0,happy,0
Transform,direct,Jess,2019-01-17T13:37:15Z,5  stars,GREAT experience with Dr Frati & Riverside Clinic,"After very recently having my 3 month post op check, I thought this would be the best time to share a review. I had the best experience with Transform, at Riverside Clinic with Dr Frati. I was given great care from the whole team, and am so happy with my results (totally what I wanted & was expecting). The surgery went really well, and would definitely recommend to anyone looking for breast augmentation.",Positive,0.9838,Breast Augmentation,0,0,0,0,0,0,0,0,0,Transform,0,time,care,0,0,0,happy,results
